selling_price,km_driven,transmission,owner,car_age,brand_popularity,km_per_year,age_km_interaction,popularity_x_age,fuel_Diesel,fuel_Electric,fuel_LPG,fuel_Petrol,seller_type_Individual,seller_type_Trustmark Dealer,brand_Audi,brand_BMW,brand_Chevrolet,brand_Daewoo,brand_Datsun,brand_Fiat,brand_Force,brand_Ford,brand_Honda,brand_Hyundai,brand_Mahindra,brand_Maruti,brand_Mercedes-Benz,brand_Mitsubishi,brand_Nissan,brand_OpelCorsa,brand_Renault,brand_Skoda,brand_Tata,brand_Toyota,brand_Volkswagen,city_Chennai,city_Delhi,city_Hyderabad,city_Mumbai,city_Pune
290000,64000,0,2,12,59.64,4923.076923076923,768000,715.6800000000001,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
275000,60000,0,2,14,59.64,4000.0,840000,834.96,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
411000,120000,0,2,17,74.81,6666.666666666667,2040000,1271.77,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
150000,79000,0,3,17,79.62,4388.888888888889,1343000,1353.54,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
500000,15000,0,1,7,79.62,1875.0,105000,557.34,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
100000,80000,0,1,20,59.64,3809.5238095238096,1600000,1192.8,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
725000,18500,0,1,9,59.64,1850.0,166500,536.76,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
401000,10200,0,1,8,59.64,1133.3333333333333,81600,477.12,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
750000,29000,0,1,8,79.62,3222.222222222222,232000,636.96,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
310000,28000,0,1,8,59.64,3111.1111111111113,224000,477.12,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
665000,46000,0,1,10,59.64,4181.818181818182,460000,596.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
465000,70000,0,1,12,79.62,5384.615384615385,840000,955.44,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
160000,60000,0,2,14,59.64,4000.0,840000,834.96,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
250000,35000,0,2,30,74.81,1129.032258064516,1050000,2244.3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
675000,90000,0,1,12,82.47,6923.076923076923,1080000,989.64,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
300000,80000,0,1,13,59.64,5714.285714285715,1040000,775.32,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
70000,80000,0,1,21,47.83,3636.3636363636365,1680000,1004.43,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
240000,73300,0,2,12,79.62,5638.461538461538,879600,955.44,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
525000,92000,0,1,12,74.74,7076.923076923077,1104000,896.8799999999999,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
151000,66764,0,2,17,59.64,3709.1111111111113,1134988,1013.88,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
140000,100000,0,1,17,59.64,5555.555555555556,1700000,1013.88,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
570000,60000,0,1,9,74.81,6000.0,540000,673.29,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
300000,31000,0,1,8,79.62,3444.4444444444443,248000,636.96,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
100000,39000,0,1,19,47.83,1950.0,741000,908.77,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
500000,120000,0,3,17,74.74,6666.666666666667,2040000,1270.58,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
125000,166000,0,4,12,47.83,12769.23076923077,1992000,573.96,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
130000,110000,0,3,20,59.64,5238.0952380952385,2200000,1192.8,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
925000,35000,0,1,9,48.87,3500.0,315000,439.83,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
750000,60000,0,1,8,59.64,6666.666666666667,480000,477.12,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
200000,54000,1,2,19,82.47,2700.0,1026000,1566.93,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
248000,63000,0,2,16,79.62,3705.8823529411766,1008000,1273.92,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
450000,120000,0,2,12,72.62,9230.76923076923,1440000,871.44,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
80000,120000,0,3,21,79.62,5454.545454545455,2520000,1672.02,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
650000,76000,0,2,12,29.68,5846.153846153846,912000,356.15999999999997,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
450000,80000,0,1,11,79.62,6666.666666666667,880000,875.82,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
650000,25000,0,1,7,79.62,3125.0,175000,557.34,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
495000,11958,0,1,10,82.47,1087.090909090909,119580,824.7,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
371000,20000,0,1,11,82.47,1666.6666666666667,220000,907.17,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1025000,9000,0,1,9,79.62,900.0,81000,716.58,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
750000,70000,0,1,11,74.81,5833.333333333333,770000,822.9100000000001,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
600000,120000,0,1,13,64.15,8571.42857142857,1560000,833.95,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
80000,58000,0,2,19,79.62,2900.0,1102000,1512.7800000000002,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
325000,62200,0,1,13,74.81,4442.857142857143,808600,972.53,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
350000,53000,0,2,11,61.51,4416.666666666667,583000,676.61,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
210000,15000,0,2,9,69.28,1500.0,135000,623.52,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
450000,50000,0,1,13,48.0,3571.4285714285716,650000,624.0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
1150000,53000,1,1,13,60.7,3785.714285714286,689000,789.1,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
210000,63500,1,1,17,82.47,3527.777777777778,1079500,1401.99,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
175000,29173,0,1,18,59.64,1535.421052631579,525114,1073.52,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
628000,120000,0,1,9,74.81,12000.0,1080000,673.29,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
600000,100000,0,1,16,79.62,5882.35294117647,1600000,1273.92,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
399000,30000,0,1,9,29.68,3000.0,270000,267.12,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
750000,87000,0,1,8,74.81,9666.666666666666,696000,598.48,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
750000,15000,0,1,7,79.62,1875.0,105000,557.34,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
315000,16000,0,1,9,64.15,1600.0,144000,577.35,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
600000,60000,0,1,14,74.81,4000.0,840000,1047.3400000000001,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
100000,60000,0,4,16,59.64,3529.4117647058824,960000,954.24,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
250000,110000,0,3,15,59.64,6875.0,1650000,894.6,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
350000,25000,0,1,9,64.15,2500.0,225000,577.35,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
780000,60000,0,1,10,79.62,5454.545454545455,600000,796.2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
434000,79350,0,2,12,59.64,6103.846153846154,952200,715.6800000000001,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
690000,80000,1,1,10,79.62,7272.727272727273,800000,796.2,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
555000,90000,0,2,12,74.81,6923.076923076923,1080000,897.72,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
120000,90000,0,2,19,59.64,4500.0,1710000,1133.16,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
500000,120000,0,2,12,59.64,9230.76923076923,1440000,715.6800000000001,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
165000,60000,0,2,13,40.17,4285.714285714285,780000,522.21,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
95000,50000,0,1,22,59.64,2173.913043478261,1100000,1312.08,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
550000,20000,0,1,8,59.64,2222.222222222222,160000,477.12,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
100000,110000,0,4,19,59.64,5500.0,2090000,1133.16,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
100000,50000,0,2,14,47.83,3333.3333333333335,700000,669.62,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
500000,100000,0,1,14,74.74,6666.666666666667,1400000,1046.36,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
800000,70000,0,2,10,59.64,6363.636363636364,700000,596.4,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
840000,70000,0,2,10,79.62,6363.636363636364,700000,796.2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
490000,50000,0,1,10,82.47,4545.454545454545,500000,824.7,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
125000,81000,0,2,16,47.83,4764.705882352941,1296000,765.28,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
400000,120000,0,3,14,40.17,8000.0,1680000,562.38,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1000000,3600,0,1,11,40.17,300.0,39600,441.87,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
530000,14272,0,1,11,48.87,1189.3333333333333,156992,537.5699999999999,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
840000,49213,0,1,9,48.87,4921.3,442917,439.83,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
229999,40000,0,1,11,79.62,3333.3333333333335,440000,875.82,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
40000,40000,0,4,28,59.64,1379.3103448275863,1120000,1669.92,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
130000,80000,0,1,14,40.17,5333.333333333333,1120000,562.38,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
200000,70000,0,1,11,79.62,5833.333333333333,770000,875.82,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
120000,70000,0,1,15,47.83,4375.0,1050000,717.4499999999999,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
75000,57000,0,1,23,79.62,2375.0,1311000,1831.2600000000002,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
250000,120000,0,1,10,47.83,10909.09090909091,1200000,478.29999999999995,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
100000,30000,0,1,21,59.64,1363.6363636363637,630000,1252.44,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
280000,3240,0,2,13,79.62,231.42857142857142,42120,1035.06,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
540000,5000,0,1,11,79.62,416.6666666666667,55000,875.82,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
700000,10000,0,1,8,79.62,1111.111111111111,80000,636.96,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
525000,100000,0,1,11,59.64,8333.333333333334,1100000,656.04,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
430000,80000,0,1,10,79.62,7272.727272727273,800000,796.2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
65000,70000,0,1,24,79.62,2800.0,1680000,1910.88,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
800000,35000,0,1,8,59.64,3888.8888888888887,280000,477.12,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
75000,114000,0,2,19,79.62,5700.0,2166000,1512.7800000000002,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
210000,53772,0,1,18,79.62,2830.1052631578946,967896,1433.16,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
195000,140000,0,2,14,74.81,9333.333333333334,1960000,1047.3400000000001,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
400000,120000,0,1,11,40.17,10000.0,1320000,441.87,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
170000,60000,0,1,14,79.62,4000.0,840000,1114.68,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
225000,25000,0,1,10,64.15,2272.7272727272725,250000,641.5,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
210000,90000,0,1,12,59.64,6923.076923076923,1080000,715.6800000000001,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
240000,120000,0,1,6,59.64,17142.85714285714,720000,357.84000000000003,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
99000,100000,0,3,15,40.17,6250.0,1500000,602.5500000000001,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
620000,36000,0,1,12,82.47,2769.230769230769,432000,989.64,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
500000,30000,0,1,13,82.47,2142.8571428571427,390000,1072.11,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
260000,70000,0,2,13,82.47,5000.0,910000,1072.11,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
550000,60000,0,1,9,59.64,6000.0,540000,536.76,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
150000,155500,0,1,15,47.83,9718.75,2332500,717.4499999999999,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
350000,50000,1,2,15,79.62,3125.0,750000,1194.3000000000002,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
320000,40000,0,1,10,40.17,3636.3636363636365,400000,401.70000000000005,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
400000,100000,0,3,11,59.64,8333.333333333334,1100000,656.04,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
175000,80000,0,3,14,59.64,5333.333333333333,1120000,834.96,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
120000,90000,0,2,15,40.17,5625.0,1350000,602.5500000000001,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
320000,90000,0,2,13,64.15,6428.571428571428,1170000,833.95,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
